maneuver xVelocity yVelocity xAcceleration yAcceleration class distPred diffSpeedPred timeGapPred accPred classPred distFollo diffSpeedFollo timeGapFollo accFollo classFollo distPredAdj diffSpeedPredAdj timeGapPredAdj accPredAdj classPredAdj distFolloAdj diffSpeedFolloAdj timeGapFolloAdj accFolloAdj classFolloAdj
1 25.03 0 -0.11 -0.06 0 351.94 0 14.06 0 1 36.12 0.23 1.43 -0.16 0 -8.07 1.19 -0.32 -0.13 0 13.23 1.14 0.51 -0.16 1
1 25.03 -0.02 -0.12 -0.09 0 35.77 -0.3 1.43 -0.2 0 31.64 -0.89 1.31 0.69 0 6.49 0.72 0.26 -0.33 1 -5.03 1.51 -0.19 -0.1 1
1 24.46 0.16 -0.14 -0.03 0 31.95 -0.08 1.31 -0.19 0 93.96 1.25 3.65 -0.04 0 -1.58 1.92 -0.06 -0.67 1 2.56 3.56 0.09 -0.32 1
1 27.77 -0.03 0.11 -0.03 1 110.47 -3.64 3.98 0.12 0 11.64 1.42 0.4 -0.42 1 6.89 -0.49 0.25 0.28 1 46.26 -2.8 1.85 0.77 1
1 26.84 0.05 0.08 0.01 1 9.68 0.23 0.36 0.03 1 288.26 -3.18 12.18 0.11 0 30.08 2.37 1.12 0.18 1 29.62 2.38 1.01 0.1 1
1 25.18 -0.02 -0.18 -0.01 0 87.34 -1.37 3.47 -0.12 0 33.25 -0.67 1.36 -0.18 1 3.19 1.21 0.13 -0.65 1 122.92 9.9 3.5 -0.31 1
1 24.48 0.06 0.12 -0.04 1 34.53 0.26 1.41 -0.13 0 147.29 5.11 4.98 -0.29 1 52.66 0.63 2.15 -0.23 1 61.04 9.21 1.81 -0.89 1
1 27.38 0.06 -0.29 0 1 116.69 -3.18 4.26 0 1 203.99 -2.9 8.33 -0.04 0 -3.48 4.65 -0.13 0 1 90.75 8 2.57 -0.16 1
1 21.7 -0.13 -0.1 -0.05 0 21.95 5.14 1.01 0.35 1 70.19 0.87 3.11 -0.02 1 59.77 4.25 2.75 0.66 1 18.82 3.07 0.76 0.74 1
1 22.99 0.04 -0.01 0.07 1 35.79 1.53 1.56 -0.59 1 32.85 0.53 1.4 -0.06 0 91.94 2.68 4 -0.3 1 32.19 9.65 0.99 0.45 1
1 22.96 -0.05 -0.15 -0.03 0 30.29 -0.38 1.32 0 1 104.08 0.01 4.53 -0.1 1 42.58 10.01 1.85 -1.35 1 16.63 4.54 0.6 0.38 1
1 23.97 -0.03 -0.12 -0.01 0 217.04 2.38 9.05 -0.04 1 93.64 0.6 3.81 -0.04 0 162.18 9.59 6.77 -0.42 1 123.05 11.73 3.45 -0.15 1
1 23.09 0.1 0 -0.04 1 103.47 -0.06 4.48 0.21 0 86.59 4.04 3.19 -0.05 1 32.2 5.44 1.39 0.34 1 1.33 5.05 0.05 0.07 1
1 23.56 0.13 -0.12 0 0 87.2 -0.75 3.7 -0.11 0 238.12 12.54 6.6 -0.27 1 61.76 9.79 2.62 -0.2 1 19.32 15.95 0.49 -0.62 1
1 27.09 0.02 -0.03 -0.04 1 74.02 -3.58 2.73 0.2 1 84.14 -0.81 3.2 0.22 1 40.54 2.99 1.5 -0.23 1 -4.4 1.44 -0.15 0.37 1
1 26.74 -0.02 0.27 0.06 1 85.35 0.57 3.19 0.36 1 43.32 1.52 1.53 0.15 1 9.47 2.02 0.35 0.18 1 17.02 2.05 0.59 0.5 1
1 28.44 0.32 0.15 -0.06 1 41.72 -1.37 1.47 0.3 1 29.17 -3.97 1.19 0.25 1 22.14 0.89 0.78 0.4 1 12.08 2.43 0.39 0.13 1
1 27.55 0.13 0.25 -0.02 1 51.21 1.27 1.86 -0.23 1 158.83 -4.11 6.78 0.53 0 49.99 4.07 1.81 -0.2 1 31.64 4.13 1 0.25 1
1 35.11 -0.04 -0.31 -0.01 1 182.49 -12.11 5.2 -0.07 0 155.21 1.86 4.2 -0.07 1 101.71 2.31 2.9 -0.44 1 164.22 0 4.68 0 1
1 24.44 -0.04 0.15 -0.15 0 168.45 2.91 6.89 -0.18 1 62.62 5.12 2.12 0.46 1 6.65 5.3 0.27 0.48 1 32.47 5.29 1.09 -0.35 1
4 27.99 -0.44 0.48 -0.47 1 38.07 -4.18 1.36 -0.1 1 38.35 -2.5 1.5 0.01 1 -0.96 6.68 -0.03 -0.44 1 74.84 5.99 2.2 -0.31 1
4 28.91 -0.6 -0.19 -0.15 1 47.32 -5.05 1.64 -0.2 0 161.49 0 5.59 0 1 35.9 5.11 1.24 -0.15 1 161.49 0 5.59 0 1
4 28.37 -0.7 0.18 -0.39 1 38.39 -4.55 1.35 -0.13 0 139.79 8.54 3.79 -0.09 1 3.42 5.08 0.12 -0.39 1 30.63 4.67 0.93 -0.51 1
4 31.28 -0.3 -0.15 -0.42 1 38.31 -6.63 1.22 0.11 1 104.11 3.9 2.96 0.19 1 -1.84 8.78 -0.06 0.43 1 156.19 0 4.99 0 1
4 26.6 -0.41 0.22 -0.5 1 29.35 -2.83 1.1 -0.19 0 51.23 -1.9 2.07 0.24 1 99.87 3.78 3.75 -0.63 1 199.69 0 7.51 0 1
4 27.7 -0.64 0.85 -0.32 1 27.42 -3.07 0.99 0.22 1 105 0 3.79 0 1 184.52 2.9 6.66 -0.75 1 105 0 3.79 0 1
4 24.85 -0.58 0.18 -0.07 0 9.01 -1.55 0.36 0.13 0 149.11 0 6 0 1 263.11 0 10.59 0 1 149.11 0 6 0 1
4 31.77 -0.45 0.29 -0.07 1 162.1 0 5.1 0 1 78.41 -1.93 2.63 0.14 1 6.43 2.45 0.2 0.55 1 84.77 4.6 2.33 0.25 1
4 36.19 -0.44 0.33 -0.17 1 110.13 -11.4 3.04 0.12 0 121.41 -5.23 3.92 0.15 1 133.02 -0.86 3.68 -0.13 1 161.19 0 4.45 0 1
4 27.78 -0.4 0.16 -0.23 1 88.2 0.69 3.17 -0.31 1 25.3 1.64 0.86 0.07 1 25.73 3.18 0.93 -0.79 1 73.77 2.39 2.45 -0.25 1
4 25.07 -0.4 0.28 -0.39 1 11.28 -2.11 0.45 -0.09 0 95.1 -0.77 3.91 -0.14 0 -3.47 6.8 -0.14 -0.14 1 34.27 7.57 1.05 -0.26 1
4 33.36 -0.33 0.43 -0.34 1 31.74 -2.05 0.95 -0.05 1 107.65 -4.77 3.77 0.24 1 85.66 6.88 2.57 0.2 1 89.05 0.97 2.59 0.44 1
4 24.45 -0.48 0.42 -0.27 1 10.2 -1.01 0.42 0.12 0 100.62 9.02 3.01 0.23 1 5.53 10.92 0.23 0.44 1 299.51 0 12.25 0 1
4 31.37 -0.5 0.16 -0.26 1 44.17 -7.6 1.41 0.05 1 87.17 -1.53 2.92 -0.2 1 34.73 2.75 1.11 -0.18 1 113.84 1.37 3.48 -0.28 1
4 30.77 -0.56 0.08 -0.18 1 52.91 -6.57 1.72 -0.08 0 117.56 -6.7 4.88 -0.06 0 101.97 0 3.31 0 1 25.34 0.36 0.81 -0.17 1
4 25.8 -0.34 0.48 -0.34 1 22.3 -1.46 0.86 -0.02 1 100.55 0 3.9 0 1 0.44 4.14 0.02 0.03 1 57.49 6.5 1.78 0.05 1
4 28.88 -0.67 0.7 -0.22 1 88.72 -5.26 3.07 0.09 0 234.71 0 8.13 0 1 129.42 9.82 4.48 0.72 1 85.92 4.62 2.56 0.25 1
4 26.44 -0.5 0.55 -0.3 1 23.5 -2.15 0.89 -0.24 1 308.44 0 11.67 0 1 2.41 6.55 0.09 -0.27 1 308.44 0 11.67 0 1
4 34.63 -0.53 0.22 -0.25 1 56.84 -7.45 1.64 0.09 1 123.5 -10.22 5.06 0.11 0 140.43 -0.89 4.06 -0.06 1 113.28 0.69 3.21 0.28 1
4 26.33 -0.62 0.35 -0.22 1 33.18 -0.43 1.26 -0.24 1 55.55 5.56 1.74 -0.36 1 12.93 5.99 0.49 -0.61 1 65.27 9.38 1.83 -0.31 1
4 22.97 -0.38 -0.51 -0.34 1 13.77 -0.97 0.6 -0.36 0 41.32 0.79 1.74 -0.16 0 0.48 3.71 0.02 -0.49 1 40.01 4.2 1.47 -0.21 1
4 23.64 -0.19 0.7 -0.3 1 12.27 -0.48 0.52 -0.09 0 190.8 -0.58 8.27 0.03 0 -0.2 4.45 -0.01 0.01 1 40.69 3.47 1.5 0.23 1
4 22.87 -0.55 0.05 -0.15 1 21.16 -0.92 0.93 -0.13 1 37.45 -1.23 1.73 0.16 1 7.14 2.85 0.31 0.01 1 28.37 0.19 1.23 0.36 1
4 23.98 -0.46 0.69 -0.27 1 18.38 -0.6 0.77 0.18 0 15.05 -0.92 0.65 -0.07 0 7.63 8.42 0.32 0.19 1 212.68 10.24 6.22 0.36 0
4 26.24 -0.72 0.44 -0.19 1 41.52 -3.18 1.58 0.07 0 185.6 -2.25 7.74 0.1 0 94.41 6.36 3.6 0.28 1 119.66 8.27 3.47 0.19 0
4 25.67 -0.38 0.51 -0.35 1 39.72 -0.49 1.55 0.15 1 26.96 -0.04 1.05 0.27 1 32.99 4.06 1.29 0.32 1 93.66 4.22 3.13 0.79 1
4 26.01 -0.8 0.19 -0.25 0 15.38 -1.24 0.59 0.18 0 37.54 0.48 1.42 -0.07 1 2.25 4.22 0.09 0.23 1 34.89 5.64 1.1 -0.43 1
4 24.57 -0.32 0.41 -0.41 1 16.18 -1.32 0.66 0.12 0 23.39 -0.72 0.98 0.35 0 19.74 10.03 0.8 0.48 1 61.71 2.06 2.32 -0.36 1
4 31.92 -0.51 -0.2 -0.15 1 39.89 -6.24 1.25 -0.21 1 113.07 -6.11 4.38 -0.09 0 2.15 3.49 0.07 -0.49 1 48.88 4.16 1.35 -0.17 1
4 27.96 -0.46 0.2 -0.17 1 83.68 -4.46 2.99 0.18 0 103.18 0 3.69 0 1 4.13 2.16 0.15 -0.06 1 35.82 4.41 1.11 -0.07 1
4 25.24 -0.51 0.21 -0.4 1 12.42 -1.87 0.49 -0.13 0 102.26 0 4.05 0 1 -0.56 3.25 -0.02 -0.33 1 102.26 0 4.05 0 1
4 34.57 -0.4 0.18 -0.13 1 129.95 -8.88 3.76 0.13 0 127.5 -6.87 4.6 0.13 1 221.27 0 6.4 0 1 191 0 5.53 0 1
4 31.83 -0.62 0.14 -0.41 1 60.66 -6.94 1.91 -0.12 0 197.9 0 6.22 0 1 28.5 7.94 0.9 -0.05 1 197.9 0 6.22 0 1
4 25.32 -0.3 -0.12 -0.24 0 24.85 -2.27 0.98 -0.15 0 41.04 -1.15 1.7 -0.13 0 -3.1 7.3 -0.12 -0.83 1 56.87 3.19 1.99 -0.19 1
4 35.78 -0.4 0.24 0.01 1 75.12 -11.18 2.1 0.1 0 111.37 0 3.11 0 1 300.9 0 8.41 0 1 111.37 0 3.11 0 1
4 41.09 -0.41 0.22 -0.15 1 143.69 -15.78 3.5 0.14 0 161.44 0 3.93 0 1 119.85 -3.83 2.92 0.34 1 161.44 0 3.93 0 1
4 30.95 -0.78 0.37 -0.01 1 48.82 -4.93 1.58 0.16 1 69.3 -1.46 2.35 0.18 1 11.61 3.79 0.38 0.33 1 308.16 0 9.96 0 1
4 24.82 -0.06 -0.12 -0.03 0 8.52 -1.99 0.34 -0.13 0 21.71 0.14 0.87 -0.17 0 38.12 11.24 1.54 -0.1 0 6.81 1.75 0.26 -2.21 1
4 24.46 -0.37 -0.61 -0.24 1 179.73 -2.34 7.35 -0.17 0 64.49 1.56 2.48 -0.37 0 6.87 -0.7 0.28 0.22 1 119.76 0 4.9 0 1
4 26.49 -0.52 1.05 -0.32 1 12.31 -2.18 0.46 0.15 1 30.71 -1.62 1.23 0.15 1 0.29 5.94 0.01 0.31 1 92.22 9.22 2.58 -0.69 1
4 30.88 -0.36 -0.21 -0.1 1 42.55 -5.04 1.38 0.15 1 50.73 -2.5 1.79 -0.08 1 21.29 2.08 0.69 0.48 1 52.53 2.4 1.58 -0.24 1
4 27.88 -0.62 0.35 -0.35 1 18.27 -4.45 0.66 0.21 1 179.48 0 6.44 0 1 22.38 6.99 0.8 0.21 1 179.48 0 6.44 0 1
3 28.78 0.5 -0.21 0.12 1 262.81 0 9.13 0 1 27.27 0.08 0.94 0.25 1 167.15 2.26 5.81 -0.22 1 8.67 -4.48 0.36 -0.14 0
3 34.56 0.52 0.3 0.25 1 104.75 0 3.03 0 1 19.16 -0.42 0.56 0.61 1 104.75 0 3.03 0 1 14.85 -11.15 0.63 0.15 0
3 27.47 0.43 0.17 0.15 1 165 8.53 6.01 0.24 1 27.82 1.04 0.98 0.31 1 323.59 5.46 11.78 0.2 1 12.88 -3.27 0.53 0.14 0
3 29.36 0.25 -0.05 0.37 1 37.77 1.18 1.29 -0.01 1 24.32 -0.16 0.83 0.2 1 125.23 -3.72 4.27 -0.31 1 25.88 -3.8 1.01 -0.06 1
3 34.61 0.35 0.61 0.16 1 105.13 2.85 3.04 -0.37 1 94.4 1.81 2.59 -0.11 1 129 0 3.73 0 1 8.04 -2.65 0.25 0.33 1
3 29.75 0.3 -0.09 0.33 1 39.56 -0.66 1.33 0.02 1 24.59 -0.13 0.83 -0.25 1 205.04 -6.67 6.89 -0.28 0 -0.33 -5.78 -0.01 -0.13 0
3 28.23 0.67 -0.12 0.28 1 344.11 0 12.19 0 1 22.76 2.03 0.75 0.41 1 159.31 4.1 5.64 0.12 1 7.95 -4.59 0.34 0.14 0
3 30.4 0.44 -0.06 0.22 1 101.75 1.52 3.35 -0.54 1 20.03 0.83 0.64 0.05 1 41.93 -0.94 1.38 -0.15 1 16.85 -5.34 0.67 -0.17 1
3 35.26 0.46 0.36 0.23 1 277.71 0 7.88 0 1 83.4 0.26 2.35 0.38 1 136.06 1.08 3.86 0.16 1 12.58 -10.57 0.51 0.14 0
3 29.3 0.4 -0.69 0.53 1 48.56 -0.06 1.66 -0.57 1 38.74 0.75 1.29 -0.12 1 94.88 -6.77 3.24 -0.02 0 -2.41 -5.85 -0.1 -0.12 0
3 36.97 0.54 0.56 0.53 1 14.04 -0.06 0.38 0.64 1 31.65 -1.49 0.89 0.72 1 108.1 -6.28 2.92 0.09 1 -7.02 -12.35 -0.29 0.15 0
3 35.64 0.52 -0.15 0.5 1 139.05 0.53 3.9 0.52 1 44.43 0.42 1.23 0.35 1 152.15 0 4.27 0 1 19.02 -12.54 0.82 0.14 0
3 35.21 0.54 -0.38 0.27 1 133.64 8.27 3.8 0.24 1 121.47 0 3.45 0 1 96.24 0.01 2.73 -0.26 1 13.14 -9.05 0.5 -0.13 0
3 37.45 0.5 0.75 0.34 1 246.38 0 6.58 0 1 34.51 -0.75 0.94 0.47 1 244.22 -7.71 6.52 0.02 1 8.76 -6.88 0.29 0.19 1
3 38.6 0.37 0.3 0.47 1 115.61 0 3 0 1 27.51 0.16 0.71 0.42 1 41.32 1.63 1.07 0.31 1 -0.86 -7.05 -0.03 0.24 1
3 33.02 0.63 -0.09 0.31 1 62.35 -1.98 1.89 -0.53 1 96.46 4.54 2.57 -0.87 1 128.41 -4.71 3.89 -0.36 1 7.33 -8.85 0.3 -0.1 0
3 29.74 0.49 0.16 0.4 1 66.61 -0.66 2.24 -0.36 1 18.5 -0.79 0.64 0.67 1 46.5 -0.22 1.56 0.02 1 4.95 -6.86 0.22 -0.19 0
3 30.5 0.62 0.14 0.33 1 296.36 0 9.72 0 1 115.87 0 3.8 0 1 296.36 0 9.72 0 1 9.29 -6.11 0.38 0.12 0
3 24.48 0.59 0.09 0.4 0 354.57 0 14.48 0 1 16.47 -0.2 0.68 0.47 1 131.5 0.41 5.37 0.15 0 9.76 -2.21 0.44 0.03 0
3 29.23 0.4 -0.2 0.32 1 18.26 -1.24 0.62 0.17 1 32.95 -0.41 1.14 0.4 1 162.23 -3.16 5.55 -0.16 1 0.92 -6.71 0.04 0.12 0
3 34.78 0.44 0.04 0.09 1 18.62 -2.85 0.54 -0.13 1 57.68 -0.06 1.66 0.59 1 160.03 0 4.6 0 1 25.39 -11.93 1.11 0.13 1
3 25.32 0.4 -0.36 0.26 0 181.3 5.11 7.16 0.22 1 13.86 1.3 0.52 0.72 1 86.38 -2.73 3.41 0.18 1 5.48 -4.24 0.26 0.18 0
3 25.64 0.43 -0.23 0.48 0 71.29 0.61 2.78 -0.32 1 21.49 0.26 0.83 -0.17 1 61.07 -6.18 2.38 0.01 0 5.73 -6.02 0.29 0.03 1
3 28.72 0.49 0.23 0.44 1 140.31 0 4.89 0 1 49.7 4.26 1.51 0.2 1 140.31 0 4.89 0 1 2.77 -4.16 0.11 0.08 0
3 33.64 0.52 0.61 0.25 1 147.84 9.02 4.39 0.51 1 57.85 -3.09 1.89 0.12 1 142.24 1.61 4.23 0.21 1 22.1 -9.95 0.93 0.15 0
3 28.39 0.51 -0.86 0.29 1 69.43 -8.03 2.45 0.5 1 49.52 2.51 1.6 -0.64 1 91.23 -6.54 3.21 -0.42 1 16.17 -3.64 0.65 -0.14 0
3 32.79 0.43 -0.38 0.28 1 142.64 -0.93 4.35 -0.26 1 64.3 1.05 1.9 -0.35 1 124.02 -10.53 3.78 -0.11 1 23.52 -7.42 0.93 -0.17 0
3 30.73 0.56 -0.41 0.23 1 100.05 0 3.26 0 1 16.21 1.69 0.5 -0.16 1 56.36 0.32 1.83 0.32 1 8.18 -6.33 0.34 -0.09 0
3 34.62 0.44 0.31 0.4 1 99.7 5.32 2.88 0.3 1 21.99 -0.37 0.64 0.48 1 163.62 -1.88 4.73 0.21 1 5.87 -11.46 0.25 0.12 0
3 35.47 0.67 0.24 0.2 1 140.47 4.34 3.96 -0.13 1 104.42 -8.94 3.94 0.52 1 21.99 -0.45 0.62 -0.02 1 11.27 -11.96 0.48 0.13 0
3 29.6 0.57 -0.06 0.2 0 215.97 0 7.3 0 1 29.69 0.43 0.99 0.35 1 69.15 -0.89 2.34 -0.22 1 11.97 -6.56 0.52 -0.24 1
3 30.45 0.48 0.18 0.52 1 21.1 -0.28 0.69 0.3 1 90.84 -0.71 3.05 0.17 1 58.68 -0.43 1.93 0.13 1 7.02 -6.96 0.3 0.11 0
3 28.95 0.62 0 0.35 1 104.95 2.29 3.63 0.26 1 56.98 -1.97 2.11 0.02 1 50.24 -0.76 1.74 -0.28 1 11.61 -6.63 0.52 0.1 1
3 24.5 0.47 -0.12 0.39 0 135.57 0 5.53 0 1 162.9 10.61 4.64 -0.05 1 135.57 0 5.53 0 1 11.78 -2.94 0.55 -0.04 1
3 37.88 0.48 0.55 0.33 1 201.06 0 5.31 0 1 211.22 0 5.58 0 1 167.68 -5 4.43 0.52 0 27.45 -6.2 0.87 0.25 1
3 29.37 0.68 -0.35 0.37 1 75.25 5.3 2.56 -0.04 1 21.27 1.37 0.69 -0.31 1 102.47 0 3.49 0 1 8.99 -6.7 0.4 -0.11 0
3 27.28 0.4 -0.11 0.12 1 129.88 0 4.76 0 1 282.16 0 10.34 0 1 129.88 0 4.76 0 1 21.01 -3.82 0.9 -0.08 0
3 34.73 0.71 0.21 0.22 1 287.16 0 8.27 0 1 124.97 0 3.6 0 1 161.64 -1.18 4.65 0.19 1 11.85 -10.99 0.5 0.11 0
3 33.75 0.36 0.08 0.34 1 53.62 3.31 1.59 0.03 1 39.51 2.2 1.1 0.31 1 136.69 -9 4.05 0.06 1 15.87 -4.39 0.54 0.2 1
3 34.92 0.57 0.3 0.17 1 224.61 0 6.43 0 1 101.07 0.18 2.88 0.47 1 224.61 0 6.43 0 1 7.94 -3.03 0.25 0.18 1
3 29.39 0.69 0.17 0.31 1 196.33 9.7 6.68 -0.18 1 27.68 0.43 0.93 0.16 1 148.91 2.55 5.07 0.4 1 8.09 -5.65 0.34 0.11 0
3 31.34 0.29 0.71 0.44 1 217.49 0 6.94 0 1 12.62 1.82 0.38 1.1 1 25.54 -1.37 0.81 0.22 1 -4.08 -7.2 -0.17 0.14 0
3 25.11 0.46 -0.16 0.4 0 258.89 0 10.31 0 1 19.03 0.08 0.76 -0.17 1 91.67 -0.22 3.65 -0.14 0 11.27 -2.18 0.49 -0.11 0
3 32.67 0.64 0.13 0.08 1 91.34 6.07 2.8 0.37 1 136.81 0 4.19 0 1 99.14 -0.02 3.03 0.21 1 20.04 -9.52 0.87 0.11 0
3 25.29 0.66 -0.23 0.27 0 27.66 0.31 1.09 -0.04 1 14.4 2.01 0.53 1.35 1 3.62 -0.36 0.14 -0.29 0 15.46 -0.96 0.64 -0.13 0
3 25.72 0.43 -0.33 0.21 1 16.69 2.5 0.65 1.55 1 20.4 0.46 0.78 0.06 1 31.27 -1.63 1.22 -0.17 0 9.1 -2.14 0.39 -0.3 1
2 26.82 0 0.07 0 1 20.73 0.17 0.77 0.34 1 14.31 0.53 0.52 -0.85 1 101.31 0 3.78 0 1 -5.73 -3.1 -0.24 0.18 0
2 27.35 -0.18 -0.85 0 1 14.31 -0.53 0.52 0.07 1 30.79 0.75 1.1 -0.11 1 4.38 -3.63 0.16 0.18 0 40.94 -0.73 1.54 -0.18 1
2 44.77 0.09 0.57 -0.01 1 227.69 0 5.09 0 1 163.33 -9.96 4.69 0.38 1 98.98 -19.57 2.21 0.19 0 22.76 -14.1 0.74 0.37 1
2 28.1 0.09 -0.11 0 1 30.79 -0.75 1.1 -0.85 1 21.06 0.28 0.74 -0.13 1 39.92 -4.38 1.42 0.18 0 6.21 -1.48 0.23 -0.18 1
2 28.38 0.09 -0.13 0 1 21.06 -0.28 0.74 -0.11 1 112.56 0.48 3.9 0.6 1 10.3 -1.76 0.36 -0.18 1 84.76 -0.75 3.07 -0.12 1
2 28.86 0 0.6 0 1 112.56 -0.48 3.9 -0.13 1 11.33 -1.2 0.41 -0.01 1 18.5 -1.23 0.64 -0.12 1 -7.21 -4.2 -0.29 0.03 0
2 35.13 0.03 0.53 0.01 1 170.52 10.11 4.85 0.75 1 25.03 -0.27 0.72 0.03 1 59.45 -4.36 1.69 0.26 1 -4.31 -5.86 -0.15 0.26 1
2 28.29 0.11 0.29 0.13 1 22.16 2.85 0.78 0.09 1 212.43 15.04 4.9 -0.03 1 30.68 -2.14 1.08 -0.37 1 -8.18 -4.11 -0.34 -0.2 0
2 35.54 -0.01 0.28 0.09 1 27.91 1.15 0.79 0.45 1 123.55 0 3.48 0 1 7.96 -5.23 0.22 0.33 1 112.5 -2.5 3.4 0.12 1
2 39.87 -0.17 -0.89 -0.03 1 133.69 -10.03 3.35 0.18 1 245.68 -10.98 8.5 0.11 1 92.09 -16.5 2.31 -0.12 0 87.6 -7.65 2.72 -0.28 1
2 28.83 -0.01 -0.14 0.07 1 27.04 0.13 0.94 -0.06 1 24.55 0.16 0.85 -0.37 1 8.05 -4.37 0.28 -0.09 0 45.91 -4.09 1.86 -0.04 0
2 28.99 0.02 -0.37 -0.09 1 24.55 -0.16 0.85 -0.14 1 24.64 0.49 0.84 -0.1 1 37.86 -4.53 1.31 -0.09 0 16.41 -4.25 0.66 -0.04 0
2 31.21 0.01 0.44 0.01 1 34.2 1.12 1.1 0.32 1 29.42 -0.52 0.96 0.5 1 86.81 -8.63 2.78 0.13 0 -1.37 -8.69 -0.06 0.27 0
2 32.1 0.09 0.62 0 1 15.18 0.5 0.47 0.28 1 33.66 -1.08 1.09 0.38 1 52.66 -9.58 1.64 0.12 0 32.26 -9.72 1.44 0.28 0
2 29.31 -0.01 -0.21 0 1 23.83 -0.73 0.81 -0.31 1 36.79 0.67 1.23 -0.28 1 61.6 -4.97 2.1 -0.13 0 -7.02 -4.61 -0.28 -0.06 0
2 31.82 -0.05 0.2 0.02 1 31.09 0.78 0.98 0.35 1 25.68 0.34 0.8 0.33 1 95.76 -8.89 3.01 0.11 0 -10.61 -8.92 -0.46 0.08 0
2 29.01 -0.1 -0.5 -0.03 1 35.48 -0.45 1.22 -0.41 1 66.75 7.35 1.84 -0.36 1 12.96 -4.53 0.45 -0.11 0 43.12 -3.65 1.7 -0.19 0
2 32.53 -0.01 0.25 0.09 1 25.16 -0.47 0.77 0.29 1 24.93 0.55 0.75 0.53 1 9.26 -9.55 0.28 0.07 0 90.57 -8.67 3.8 0.37 1
2 33.08 0.06 0.53 0 1 24.93 -0.55 0.75 0.25 1 22.39 -1.62 0.71 0.48 1 38.33 -10.1 1.16 0.07 0 60.89 -9.22 2.55 0.37 1
2 31.46 0.04 0.48 0.01 1 22.39 1.62 0.71 0.53 1 14.13 -1.93 0.48 0.78 1 65.47 -8.48 2.08 0.07 0 34.66 -7.6 1.45 0.37 1
2 29.75 0.01 0.77 0 1 14.63 1.84 0.49 0.5 1 22.55 0.92 0.74 -0.17 1 81.54 -6.75 2.74 0.07 0 17.6 -5.79 0.73 0.37 1
2 27.96 -0.08 -0.4 -0.03 1 35.4 -0.34 1.27 -0.2 1 234.01 9.27 6.29 -0.12 1 21.11 -4.56 0.76 -0.11 0 28.45 -3.83 1.18 -0.19 0
2 30.37 0.01 -0.17 -0.02 1 22.5 0.7 0.74 0.78 1 16.53 -2.83 0.6 0.29 1 95.75 -7.23 3.15 0.09 0 0.22 -6.01 0.01 0.04 1
2 31.13 -0.14 0.1 0.01 1 56.17 1.53 1.8 0.58 1 289.73 9.29 7.17 0.49 1 15.54 -6.82 0.5 -0.06 1 11.48 -3.22 0.41 -0.35 1
2 36.96 -0.05 -0.25 0.01 1 218.21 -9.4 5.9 -0.19 1 58.28 -0.62 1.6 0.11 1 3.31 -10.28 0.09 -0.47 1 25.42 -10.11 0.95 -0.21 1
2 36.25 -0.07 -0.23 -0.01 1 58.63 -0.37 1.62 -0.35 1 74.02 -0.92 2.1 -0.22 1 31.74 -10.33 0.88 0.24 1 -4.25 -10.35 -0.16 -0.24 1
2 35.17 -0.04 -0.28 -0.13 1 74.58 0.9 2.12 -0.31 1 27.37 0.13 0.78 0.07 1 68.07 -9.41 1.94 -0.19 1 47.82 -10.67 1.95 0.1 0
2 35.3 -0.02 0.07 0.05 1 27.37 -0.13 0.78 -0.28 1 17.36 -0.69 0.5 0.04 1 99.58 -9.54 2.82 -0.19 1 15.8 -10.8 0.64 0.1 0
2 34.5 -0.07 -0.1 0.04 1 18.86 -0.23 0.55 -0.52 1 144.56 -1.77 4.42 0.11 1 86.46 -9.01 2.51 0.01 1 32.43 -9.75 1.31 0.03 0
2 41.06 0.03 0.63 0.04 1 279.36 -9.77 6.8 0.19 1 38.55 -1.56 0.98 -0.31 1 259.88 -13.61 6.33 -0.49 1 6.27 -6.56 0.18 0.14 1
2 32.52 -0.09 -0.09 -0.02 1 149.46 -0.32 4.6 -0.55 1 26.59 -0.32 0.83 -0.14 1 54.07 -7.98 1.66 -0.17 0 139.82 -8.06 5.72 -0.17 0
2 32.11 -0.14 -0.15 -0.08 1 26.77 0.36 0.83 -0.1 1 127.23 -5.23 4.73 -0.16 0 80.8 -7.67 2.52 -0.17 0 113.06 -7.74 4.64 -0.14 0
2 26.73 -0.1 -0.14 -0.01 0 132.88 5.23 4.97 -0.14 1 24.72 1.34 0.88 -0.17 1 -5.13 -2.49 -0.19 -0.11 0 4.97 -2.29 0.2 -0.01 1
2 35.39 0.08 0.38 -0.07 1 52.35 1.51 1.48 0.41 1 148.17 -8.25 5.46 0.15 1 159.55 -2.9 4.51 0.24 1 163.87 -11.4 6.83 0.05 0
2 26.79 -0.14 -0.39 0.02 1 20.99 -0.65 0.78 -0.16 0 94.59 9.33 2.62 -0.08 1 -5.56 -3 -0.21 -0.11 1 30.02 -2.4 1.23 -0.34 1
2 32.71 -0.07 -1.4 0 1 46.15 -6.76 1.41 -0.33 1 93.02 -0.29 2.87 -0.73 1 -2.7 -8.84 -0.08 0.04 1 172.73 -7.84 6.95 0.07 0
2 29.46 0.01 0.65 0.01 1 216.63 6.91 7.35 0.13 1 59.81 1.94 1.9 0.07 1 25.28 -1.66 0.86 0.16 1 -10.22 -4.97 -0.42 0.15 0
